# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 31.01.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567000ZE000003260754VS0 NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4
15.01.2025 14:15;0;1,438;39,7582;0,96;39,28;0,08;0,72;6,68;1,08;1,41;0;1,045
15.01.2025 14:30;0,832;1,448;31,16;2,28;31,16;0,12;1,4;4,16;3,04;1,42;0;1,045
15.01.2025 14:45;0;1,459;34,2586;0,32;33,12;0,08;1,68;5,28;1,96;1,43;0;1,015
15.01.2025 15:00;1,672;1,408;24,16;3,08;24,16;0,24;0,36;4,76;3,44;1,38;0;1,07
15.01.2025 15:15;11,672;1,448;13,64;13,12;13,64;0,24;0,24;2,76;5,24;1,42;0;1,03
15.01.2025 15:30;0;1,443;50,2033;0,32;49,08;0,08;4,08;4,56;1,2;1,415;0,02;1,055
15.01.2025 15:45;0;1,377;34,177;0,24;33,04;0,04;1,24;5,48;1,56;1,35;0;1,13
15.01.2025 16:00;7,788;1,372;19,44;9,16;19,44;0,12;0,12;4,52;4,24;1,345;0;1,125
15.01.2025 16:15;57,538;1,382;17,76;58,92;17,76;1,28;1,84;1,44;4,28;1,355;0;1,12
15.01.2025 16:30;96,141;1,459;0,08;97,6;0,08;4,36;0;0,04;8,08;1,43;0,01;1,02
15.01.2025 16:45;5,367;1,433;52,88;6,8;52,88;0,12;7,84;2,48;2,12;1,405;0;1,045
15.01.2025 17:00;3,772;1,428;55,52;5,2;55,52;0,12;7,88;2,28;2,36;1,4;0,025;1,09
15.01.2025 17:15;7,8;1,52;39;9,32;39;0,2;5,64;2,36;3,6;1,49;0,015;0,95
15.01.2025 17:30;0;1,326;43,086;1,24;43;0,12;3,72;4,88;2,08;1,3;0;1,19
15.01.2025 17:45;130,616;1,464;0;132,08;0;4,04;0;0;5,32;1,435;0,03;1,04
15.01.2025 18:00;0;1,367;39,3268;0,96;38,92;0,04;0,68;7,36;0,64;1,34;0;1,13
15.01.2025 18:15;6,157;1,443;38,48;7,6;38,48;0,12;5,32;1,92;3,32;1,415;0,035;1,08
15.01.2025 18:30;0,592;1,448;38,4;2,04;38,4;0,08;2,88;4;2,56;1,42;0;1,035
15.01.2025 18:45;169,475;1,525;0;171;0;36,88;0;0;0;1,495;0,025;0,99
15.01.2025 19:00;3,787;1,454;18,52;5,24;18,52;0,88;0,12;4,48;3,6;1,425;0,04;1,065
15.01.2025 19:15;0;1,459;66,7786;0;65,32;0;7,84;4,12;0,12;1,43;0,035;1,075
15.01.2025 19:30;11,957;1,443;7,56;13,4;7,56;0,52;0;1,92;6,32;1,415;0,04;1,08
15.01.2025 19:45;17,183;1,377;2,2;18,56;2,2;0,48;0;0,8;7,32;1,35;0;1,145
15.01.2025 20:00;31,287;1,433;7;32,72;7;8,96;0,44;0,96;2,44;1,405;0;1,07
15.01.2025 20:15;120,589;1,571;1,52;122,16;1,52;29,8;0,56;0,48;1,04;1,54;0,015;0,94
15.01.2025 20:30;24,181;1,459;5,08;25,64;5,08;3,92;0,96;0;3,84;1,43;0,04;1,07
15.01.2025 20:45;2,907;1,454;37,4;4,36;37,4;0,28;10,12;1,2;2,8;1,425;0,015;1,06
15.01.2025 21:00;8,557;1,443;15,28;10;15,28;0,2;0,28;3,32;4,68;1,415;0,015;1,045
15.01.2025 21:15;5,562;1,438;51,88;7;51,88;0,16;8,4;2,2;2,88;1,41;0,02;1,07
15.01.2025 21:30;28,232;1,448;6,84;29,68;6,84;0,6;0,12;1,08;6,52;1,42;0;1,025
15.01.2025 21:45;24,952;1,448;20,56;26,4;20,56;1,36;2,88;0,88;4,68;1,42;0;1,025
15.01.2025 22:00;77,667;1,454;4,12;79,12;4,12;7,12;0;1,44;2,84;1,425;0;1,04
15.01.2025 22:15;28,152;1,448;9,92;29,6;9,92;0,96;0;1,88;6,16;1,42;0;1,025
15.01.2025 22:30;15,071;1,489;18,48;16,56;18,48;0,44;0,24;3,36;4,48;1,46;0,035;1,005
15.01.2025 22:45;9,737;1,423;40,32;11,16;40,32;0,24;5,44;2;3,48;1,395;0,025;1,08
15.01.2025 23:00;58,671;1,489;4,16;60,16;4,16;7;0;0,92;3,8;1,46;0,025;1,015
15.01.2025 23:15;6,787;1,454;42,12;8,24;42,12;0,36;5,52;2,4;2,96;1,425;0,02;1,045
15.01.2025 23:30;45,101;1,459;0,28;46,56;0,28;4,88;0;0,12;5,32;1,43;0,035;1,06
15.01.2025 23:45;28,392;1,448;19,6;29,84;19,6;2,32;0,48;3,04;3,28;1,42;0,03;1,07
16.01.2025 00:00;54,13;1,55;1,04;55,68;1,04;6,64;0;0,36;4,36;1,52;0,03;0,98
16.01.2025 00:15;27,667;1,693;39,2;29,36;39,2;4,84;5,96;1,32;1,76;1,66;0;0,86
16.01.2025 00:30;81,71;1,811;0;83,52;0;8,88;0;0;3,48;1,775;0;0,76
16.01.2025 00:45;14,374;1,826;6,84;16,2;6,84;0,32;0,12;1,4;6,4;1,79;0;0,77
16.01.2025 01:00;37,436;1,724;3,08;39,16;3,08;1,64;0;0,72;5,96;1,69;0;0,82
16.01.2025 01:15;16,773;1,627;68,44;18,4;68,44;1,84;15,2;1,16;2,12;1,595;0;0,9
16.01.2025 01:30;0;1,352;136,6315;0,36;135,64;0,12;35,12;0;0;1,325;0;1,195
16.01.2025 01:45;8,397;1,443;58,16;9,84;58,16;0,04;10,12;1,84;2,96;1,415;0,02;1,07
16.01.2025 02:00;11,707;1,413;6,6;13,12;6,6;0,44;0,08;1,68;6,48;1,385;0;1,08
16.01.2025 02:15;9,107;1,454;62;10,56;62;0,24;11,92;1,56;2,88;1,425;0;1,035
16.01.2025 02:30;1,326;1,474;9,32;2,8;9,32;0,24;0;2,24;5,92;1,445;0,03;1,03
16.01.2025 02:45;9,303;1,377;16,92;10,68;16,92;0,08;0,72;2,72;4,96;1,35;0;1,135
16.01.2025 03:00;166,961;1,479;0;168,44;0;17,4;0;0;0,16;1,45;0;1,01
16.01.2025 03:15;1,992;1,448;38,72;3,44;38,72;0,28;4,6;2,76;3,08;1,42;0,035;1,075
16.01.2025 03:30;8,308;1,372;16,72;9,68;16,72;0,12;0,08;3,56;4,64;1,345;0;1,14
16.01.2025 03:45;8,061;1,459;11,12;9,52;11,12;0,24;0,32;2,84;5,16;1,43;0,025;1,035
16.01.2025 04:00;7,717;1,443;7,72;9,16;7,72;0,08;0;2,24;5,84;1,415;0,035;1,075
16.01.2025 04:15;4,428;1,372;21,8;5,8;21,8;0,32;0,28;3,8;4,04;1,345;0;1,13
16.01.2025 04:30;21,731;1,469;20,04;23,2;20,04;0,8;0,6;3,04;3,72;1,44;0,015;1,015
16.01.2025 04:45;0,072;1,448;27,6;1,52;27,6;0,04;0,68;5,68;2,12;1,42;0,03;1,05
16.01.2025 05:00;16,353;1,367;5,2;17,72;5,2;0,2;0;1,32;6,64;1,34;0;1,13
16.01.2025 05:15;17,416;1,464;14,36;18,88;14,36;0,36;0,48;2,36;8,44;1,435;0,015;1,01
16.01.2025 05:30;0,913;1,367;15,32;2,28;15,32;0,08;0,08;4,08;5,92;1,34;0;1,115
16.01.2025 05:45;0,192;1,448;37,44;1,64;37,44;0;0,16;14,04;4,12;1,42;0,035;1,035
16.01.2025 06:00;26,793;1,367;25,96;28,16;25,96;0,36;0,04;8,16;8,44;1,34;0;1,105
16.01.2025 06:15;67,867;1,454;64,92;69,32;64,92;3;13,72;0,76;0,68;1,425;0,03;1,07
16.01.2025 06:30;164,606;1,474;0,2;166,08;0,2;6;0;0,08;3,52;1,445;0;1,015
16.01.2025 06:45;8,561;1,479;63,48;10,04;63,48;0,12;10,2;1,44;4,88;1,45;0,03;1,05
16.01.2025 07:00;10,916;1,484;36,8;12,4;36,8;0,4;4,6;3,08;2,88;1,455;0,035;1,035
16.01.2025 07:15;72,685;1,515;42,16;74,2;42,16;2,28;3,36;3,2;2,64;1,485;0,015;1
16.01.2025 07:30;7,631;1,489;46,72;9,12;46,72;0;5,84;5,44;8,36;1,46;0,025;0,99
16.01.2025 07:45;0,211;1,469;31,92;1,68;31,92;0;0;15,6;5,84;1,44;0,03;1,005
16.01.2025 08:00;2,832;1,448;38,8;4,28;38,8;0,04;0,04;11,6;7,24;1,42;0,03;1,03
16.01.2025 08:15;25,012;1,428;25,08;26,44;25,08;0;0;10,52;7,6;1,4;0,005;1,035
16.01.2025 08:30;3,125;1,515;13,88;4,64;13,88;0;0;8,8;12,92;1,485;0,02;0,93
16.01.2025 08:45;168,858;1,382;0;170,24;0;5,16;0;0;1,28;1,355;0;1,105
16.01.2025 09:00;17,92;1,52;3,36;19,44;3,36;0,04;0;3,28;17,28;1,49;0,025;0,96
16.01.2025 09:15;1,75;1,53;34;3,28;34;0,2;4,96;1,76;5;1,5;0,04;0,99
16.01.2025 09:30;23,456;1,464;3,16;24,92;3,16;0,08;0;0,72;13,84;1,435;0;1,02
16.01.2025 09:45;12,161;1,479;15,36;13,64;15,36;0,12;0,36;2,44;11,52;1,45;0;0,985
16.01.2025 10:00;22,432;1,408;8,84;23,84;8,84;0,32;0,12;1,44;12,44;1,38;0;1,07
16.01.2025 10:15;14,68;1,52;62,36;16,2;62,36;0,16;13;1,24;8,52;1,49;0;0,94
16.01.2025 10:30;16,762;1,438;5,88;18,2;5,88;0,24;0;1,48;9,48;1,41;0;1,03
16.01.2025 10:45;44,496;1,464;17,64;45,96;17,64;0,48;2;1,16;5,8;1,435;0;1
16.01.2025 11:00;8,941;1,459;17,52;10,4;17,52;0,12;0,2;3,76;7;1,43;0,035;1,045
16.01.2025 11:15;17,29;1,51;27,44;18,8;27,44;0,32;3,24;1,36;8,8;1,48;0,03;0,955
16.01.2025 11:30;14,896;1,505;1;16,4;1;0,52;0;0,4;11,32;1,475;0,045;0,995
16.01.2025 11:45;9,376;1,505;20,68;10,88;20,68;0,16;0,04;4,4;5,64;1,475;0,05;1,015
16.01.2025 12:00;13,701;1,459;8,96;15,16;8,96;0,16;0;2,2;6,04;1,43;0,04;1,05
16.01.2025 12:15;15,067;1,454;32,48;16,52;32,48;0,48;2,48;3,44;2,96;1,425;0,025;1,05
16.01.2025 12:30;20,046;1,474;1,88;21,52;1,88;0,48;0;0,56;7,48;1,445;0,03;1,02
16.01.2025 12:45;15,276;1,484;29,52;16,76;29,52;0,8;2;3,2;3,04;1,455;0,04;1,045
16.01.2025 13:00;8,221;1,459;3,88;9,68;3,88;0,4;0;1,36;6,64;1,43;0,04;1,055
16.01.2025 13:15;2,255;1,545;20,32;3,8;20,32;0,16;0,12;4,6;3,52;1,515;0,055;0,955
16.01.2025 13:30;8,05;1,55;2,44;9,6;2,44;0,08;0;0,84;7,2;1,52;0,05;0,955
16.01.2025 13:45;17,016;1,464;2,84;18,48;2,84;0,32;0;0,92;8,8;1,435;0,035;1,035
16.01.2025 14:00;40,192;1,448;1,32;41,64;1,32;1,4;0;0,44;6,24;1,42;0,03;1,06
16.01.2025 14:15;4,621;1,459;69,04;6,08;69,04;0,16;12,04;1,36;1,44;1,43;0,025;1,045
16.01.2025 14:30;0,286;1,474;34,12;1,76;34,12;0,2;4;2,72;3,28;1,445;0,03;1,03
16.01.2025 14:45;21,301;1,459;12,24;22,76;12,24;0,36;0,08;2,36;5,36;1,43;0,03;1,04
16.01.2025 15:00;6,112;1,448;27,28;7,56;27,28;0,12;0,68;5,16;2,64;1,42;0,035;1,05
16.01.2025 15:15;164,226;1,494;0;165,72;0;4,48;0;0;2,64;1,465;0,01;0,995
16.01.2025 15:30;3,517;1,443;15,48;4,96;15,48;0,24;0,04;3,8;4,68;1,415;0,015;1,035
16.01.2025 15:45;14,016;1,505;40,8;15,52;40,8;0,32;5,68;1,68;3,12;1,475;0;0,96
16.01.2025 16:00;7,716;1,484;16,8;9,2;16,8;0,4;1,24;2,28;5,16;1,455;0,01;0,995
16.01.2025 16:15;66,841;1,479;11,16;68,32;11,16;7,88;0,2;2,2;1,88;1,45;0,025;1,025
16.01.2025 16:30;0;1,448;45,6884;0,2;44,44;0;2,44;5,72;1,4;1,42;0,035;1,07
16.01.2025 16:45;9,367;1,433;56,52;10,8;56,52;0,16;7,52;2,44;2;1,405;0;1,055
16.01.2025 17:00;24,552;1,448;6,84;26;6,84;1;0;1,68;5,76;1,42;0,035;1,06
16.01.2025 17:15;38,891;1,469;0,6;40,36;0,6;4,08;0;0,2;5,8;1,44;0;1,005
16.01.2025 17:30;2,992;1,448;41,28;4,44;41,28;0,16;4,6;3;2,84;1,42;0,035;1,065
16.01.2025 17:45;172,173;1,627;0;173,8;0;19,08;0;0;0,4;1,595;0;0,89
16.01.2025 18:00;4,219;1,862;25,64;6,08;25,64;0,52;0,96;4,36;3,2;1,825;0;0,69
16.01.2025 18:15;21,781;1,739;0,72;23,52;0,72;0,4;0,04;0,32;7,52;1,705;0;0,815
16.01.2025 18:30;2,285;1,556;14,76;3,84;14,76;0,08;0,16;3,12;5,04;1,525;0;0,975
16.01.2025 18:45;14,162;1,438;2,64;15,6;2,64;1;0,28;0,32;7,2;1,41;0;1,085
16.01.2025 19:00;24,811;1,469;1,4;26,28;1,4;2,88;0,12;0,4;4,88;1,44;0,03;1,04
16.01.2025 19:15;15,378;1,382;23,24;16,76;23,24;1,08;6,92;0,52;4,04;1,355;0;1,145
16.01.2025 19:30;15,211;1,469;9,12;16,68;9,12;2,52;1,76;0,32;4,68;1,44;0,035;1,055
16.01.2025 19:45;21,528;1,392;22,56;22,92;22,56;3,04;3,72;0,36;1,88;1,365;0;1,14
16.01.2025 20:00;38,536;1,464;1,04;40;1,04;6,4;0,36;0,24;3,68;1,435;0;1,04
16.01.2025 20:15;21,605;1,515;81,72;23,12;81,72;1,96;38,2;0;2,28;1,485;0;0,99
16.01.2025 20:30;31,263;1,377;6,72;32,64;6,72;1,12;0;1,64;6,08;1,35;0;1,12
16.01.2025 20:45;19,806;1,474;29,6;21,28;29,6;0,72;3,36;2,08;3,48;1,445;0,02;1,01
16.01.2025 21:00;42,027;1,454;0,88;43,48;0,88;1,16;0;0,24;6,64;1,425;0,035;1,06
16.01.2025 21:15;7,792;1,448;36,76;9,24;36,76;0,24;5,68;1,8;3,68;1,42;0,04;1,07
16.01.2025 21:30;40,388;1,372;4,88;41,76;4,88;3,96;0;1,4;4,44;1,345;0;1,14
16.01.2025 21:45;57,212;1,428;1,32;58,64;1,32;7;0;0,4;4,32;1,4;0;1,065
16.01.2025 22:00;34,538;1,382;1,84;35,92;1,84;1,24;0;0,64;6,48;1,355;0;1,125
16.01.2025 22:15;12,591;1,489;48,6;14,08;48,6;0,2;8,92;1,08;3,48;1,46;0;0,99
16.01.2025 22:30;6,977;1,423;28,4;8,4;28,4;0,28;1,32;4,08;3,28;1,395;0;1,065
16.01.2025 22:45;24,468;1,372;18,64;25,84;18,64;0,48;2,08;1,24;5,64;1,345;0;1,13
16.01.2025 23:00;37,102;1,418;6,4;38,52;6,4;1,36;0,04;1,36;5,96;1,39;0;1,07
16.01.2025 23:15;13,157;1,443;75,48;14,6;75,48;0,6;16,36;1,04;2,24;1,415;0,015;1,05
16.01.2025 23:30;30,317;1,443;2,28;31,76;2,28;0,92;0;0,76;6,68;1,415;0,03;1,065
16.01.2025 23:45;20,158;1,403;4,04;21,56;4,04;0,6;0;1,08;7,28;1,375;0;1,08
17.01.2025 00:00;53,172;1,428;0,44;54,6;0,44;5,24;0;0,32;4,68;1,4;0;1,065
17.01.2025 00:15;2,727;1,433;71,76;4,16;71,76;0,2;13,8;1,2;3,2;1,405;0;1,075
17.01.2025 00:30;19,617;1,423;8,16;21,04;8,16;0,76;0,04;1,92;5,64;1,395;0;1,075
17.01.2025 00:45;22,584;1,336;22,92;23,92;22,92;1,12;3,4;0,96;4,8;1,31;0;1,175
17.01.2025 01:00;27,648;1,392;3,28;29,04;3,28;0,52;0;0,72;7,16;1,365;0;1,12
17.01.2025 01:15;4,132;1,428;44;5,56;44;0,44;6,36;2;3,16;1,4;0;1,075
17.01.2025 01:30;11,462;1,418;16,8;12,88;16,8;0,8;0,2;3,16;4,48;1,39;0;1,085
17.01.2025 01:45;4,404;1,316;24,72;5,72;24,72;0,08;0,76;4,28;3,64;1,29;0;1,21
17.01.2025 02:00;26,638;1,403;0,12;28,04;0,12;1;0;0,04;7,8;1,375;0;1,1
17.01.2025 02:15;11,782;1,418;30,44;13,2;30,44;0,4;2;3,16;3,32;1,39;0;1,08
17.01.2025 02:30;20,249;1,311;1,28;21,56;1,28;0,48;0;0,44;7,52;1,285;0;1,225
17.01.2025 02:45;7,457;1,423;14,44;8,88;14,44;0,24;0,04;3,04;5,2;1,395;0;1,07
17.01.2025 03:00;20,142;1,418;5,68;21,56;5,68;0,36;0,04;1,56;6,32;1,39;0;1,075
17.01.2025 03:15;6,449;1,311;9,2;7,76;9,2;0,36;0,04;2,48;5,88;1,285;0;1,225
17.01.2025 03:30;7,142;1,418;8,84;8,56;8,84;0,24;0,16;2,16;6;1,39;0;1,07
17.01.2025 03:45;7,262;1,418;20,6;8,68;20,6;0,04;0,36;4,24;3,84;1,39;0;1,08
17.01.2025 04:00;6,494;1,306;7,24;7,8;7,24;0,28;0,2;1,92;6,36;1,28;0;1,225
17.01.2025 04:15;1,148;1,372;21;2,52;21;0,24;0,92;3,8;4,16;1,345;0;1,14
17.01.2025 04:30;2,108;1,372;13,8;3,48;13,8;0,32;0,32;2,96;5,2;1,345;0;1,14
17.01.2025 04:45;0,748;1,372;18,48;2,12;18,48;0,32;0,16;4,4;3,96;1,345;0;1,145
17.01.2025 05:00;21,233;1,367;4,56;22,6;4,56;0,64;0;1,04;6,52;1,34;0;1,14
17.01.2025 05:15;19,908;1,372;8,36;21,28;8,36;2,72;0;2,56;5,12;1,345;0;1,13
17.01.2025 05:30;10,183;1,377;36,08;11,56;36,08;0,16;1,52;5,04;2,96;1,35;0;1,125
17.01.2025 05:45;17,988;1,372;23,56;19,36;23,56;0,2;1,64;3,76;5,24;1,345;0;1,12
17.01.2025 06:00;16,153;1,367;28,12;17,52;28,12;0,08;1,28;4;4,2;1,34;0;1,125
17.01.2025 06:15;48,388;1,372;13,52;49,76;13,52;0,84;0;7,76;8,72;1,345;0;1,1
17.01.2025 06:30;3,233;1,367;31,28;4,6;31,28;0,04;2,6;4,12;4,24;1,34;0;1,13
17.01.2025 06:45;145,627;1,454;0;147,08;0;4,36;0;0;5,48;1,425;0,025;1,04
17.01.2025 07:00;11,667;1,454;42,36;13,12;42,36;0,16;4,6;2,96;4,2;1,425;0,03;1,05
17.01.2025 07:15;73,081;1,479;33,76;74,56;33,76;2,24;3,88;1,48;4,12;1,45;0,03;1,02
17.01.2025 07:30;0;1,459;46,0986;1,12;45,76;0,04;2;7,84;2,68;1,43;0,015;1,005
17.01.2025 07:45;4,968;1,392;16,64;6,36;16,64;0,08;0,04;8,4;10,76;1,365;0,01;1,075
17.01.2025 08:00;1,638;1,362;24,76;3;24,76;0;0;12,24;8,96;1,335;0,015;1,135
17.01.2025 08:15;44,232;1,448;14,16;45,68;14,16;0,12;0;6,56;9,36;1,42;0,015;1,02
17.01.2025 08:30;0;1,454;34,7735;0,6;33,92;0;0;15,2;5,56;1,425;0,03;1,035
17.01.2025 08:45;10,787;1,454;5,28;12,24;5,28;0;0;5;16,52;1,425;0,035;1,025
17.01.2025 09:00;8,132;1,428;6,32;9,56;6,32;0,04;0;4,8;17,24;1,4;0,02;1,04
17.01.2025 09:15;0;1,418;60,7378;0,52;59,84;0,04;7,68;3,64;1,28;1,39;0;1,065
17.01.2025 09:30;40,019;1,341;1,48;41,36;1,48;0,04;0;0,56;18,8;1,315;0;1,14
17.01.2025 09:45;32,658;1,382;8,96;34,04;8,96;0,04;0;4,2;13,92;1,355;0;1,08
17.01.2025 10:00;221,037;1,683;0;222,72;0;8,76;0;0;0,04;1,65;0,03;0,85
17.01.2025 10:15;7,541;1,979;75,8;9,52;75,8;0,04;3,92;5,32;7,76;1,94;0;0,63
17.01.2025 10:30;76,816;1,984;0;78,8;0;0,08;0;0;12,72;1,945;0,04;0,64
17.01.2025 10:45;29,881;1,719;19,8;31,6;19,8;0;0;6,48;12,52;1,685;0,025;0,87
17.01.2025 11:00;30,399;1,601;2,24;32;2,24;0;0;1,64;18,6;1,57;0;0,915
17.01.2025 11:15;2,926;1,474;33,36;4,4;33,36;0;0,24;11,56;7,72;1,445;0;0,995
17.01.2025 11:30;37,522;1,438;2,16;38,96;2,16;0,04;0;1,92;18,84;1,41;0,01;1,01
17.01.2025 11:45;19,386;1,494;24,48;20,88;24,48;0,04;2,04;2,88;11,24;1,465;0,005;0,955
17.01.2025 12:00;0;1,438;115,6782;0;114,24;0;24,36;0,88;0,04;1,41;0,01;1,06
17.01.2025 12:15;2,766;1,474;31,56;4,24;31,56;0,16;0,72;4,12;4,6;1,445;0,015;0,995
17.01.2025 12:30;16,508;1,372;3,88;17,88;3,88;0,28;0;1,4;9,52;1,345;0;1,12
17.01.2025 12:45;4,567;1,433;13,28;6;13,28;0,12;0,32;2,56;5,2;1,405;0;1,035
17.01.2025 13:00;40,072;1,448;2,08;41,52;2,08;0,72;0;0,64;6,76;1,42;0;1,03
17.01.2025 13:15;17,747;1,454;19,44;19,2;19,44;0,12;1;2,88;8,68;1,425;0;1,01
17.01.2025 13:30;9,027;1,413;13,88;10,44;13,88;0,32;0,08;3,48;7,16;1,385;0;1,055
17.01.2025 13:45;5,538;1,382;14,6;6,92;14,6;0,28;0,24;3,24;6,28;1,355;0;1,105
17.01.2025 14:00;12,411;1,469;4,52;13,88;4,52;0,2;0;1,16;7,28;1,44;0,01;1,005
17.01.2025 14:15;18,328;1,392;10,12;19,72;10,12;0,44;0,4;1,84;6,44;1,365;0;1,09
17.01.2025 14:30;6,127;1,433;6,6;7,56;6,6;0,36;0;2,12;6,24;1,405;0,03;1,08
17.01.2025 14:45;5,747;1,454;4,56;7,2;4,56;0,4;0;1,44;6,8;1,425;0;1,02
17.01.2025 15:00;33,832;1,408;0;35,24;0;0,72;0;0;7,96;1,38;0,01;1,075
17.01.2025 15:15;26,887;1,433;25,04;28,32;25,04;0,76;1,76;2,88;4;1,405;0,025;1,08
17.01.2025 15:30;0;1,505;41,0245;1,04;40,56;0,12;3,04;5,08;1,52;1,475;0,03;0,99
17.01.2025 15:45;3,743;1,377;19,28;5,12;19,28;0,36;0,24;3,68;4,4;1,35;0;1,135
17.01.2025 16:00;13,182;1,418;6,44;14,6;6,44;0,4;0,04;1,76;6,08;1,39;0;1,065
17.01.2025 16:15;84,333;1,387;1,64;85,72;1,64;11,4;0;0,44;2,56;1,36;0;1,13
17.01.2025 16:30;25,067;1,454;1,6;26,52;1,6;0,76;0;0,44;7,32;1,425;0,04;1,06
17.01.2025 16:45;37,637;1,443;13,2;39,08;13,2;5,76;0,12;2,84;2,72;1,415;0,02;1,07
17.01.2025 17:00;6,442;1,438;13;7,88;13;0,16;0,24;2,92;5;1,41;0,01;1,05
17.01.2025 17:15;39,686;1,474;4,96;41,16;4,96;2,2;0;1,12;5,52;1,445;0,005;1,005
17.01.2025 17:30;0,522;1,438;16,36;1,96;16,36;0,08;0,08;3,72;4,52;1,41;0,035;1,07
17.01.2025 17:45;9,402;1,438;14,44;10,84;14,44;0,24;0,04;3,52;4,6;1,41;0;1,045
17.01.2025 18:00;7,117;1,443;11,12;8,56;11,12;0,48;0,32;2;5,92;1,415;0,005;1,04
17.01.2025 18:15;2,277;1,443;21,56;3,72;21,56;0,24;0,48;3,8;3,92;1,415;0,01;1,045
17.01.2025 18:30;8,002;1,438;25,04;9,44;25,04;0,08;2,04;3,04;4,08;1,41;0,035;1,075
17.01.2025 18:45;8,827;1,454;2,44;10,28;2,44;0,6;0;1,04;7,24;1,425;0,035;1,065
17.01.2025 19:00;17,238;1,362;4,68;18,6;4,68;0,64;0,16;1,08;6,88;1,335;0;1,15
17.01.2025 19:15;2,648;1,392;41;4,04;41;1,84;9,2;1,68;1,36;1,365;0;1,125
17.01.2025 19:30;12,308;1,372;2,68;13,68;2,68;3,8;0,52;0,28;3,92;1,345;0;1,15
17.01.2025 19:45;45,427;1,454;0,04;46,88;0,04;5,72;0;0;3,36;1,425;0;1,05
17.01.2025 20:00;30,107;1,454;6,28;31,56;6,28;0,88;1,32;0,04;5,4;1,425;0,005;1,025
17.01.2025 20:15;12,581;1,459;35,12;14,04;35,12;0,4;5,72;0,76;6,2;1,43;0;1,01
17.01.2025 20:30;25,397;1,443;5,96;26,84;5,96;0,2;0,08;1,36;7,52;1,415;0;1,02
17.01.2025 20:45;33,896;1,464;21;35,36;21;1;2,84;1,04;4,72;1,435;0,03;1,04
17.01.2025 21:00;25,169;1,311;14,64;26,48;14,64;0,4;0,32;2,28;6;1,285;0;1,2
17.01.2025 21:15;6,232;1,448;35,88;7,68;35,88;0,16;3,56;3,2;3,4;1,42;0;1,03
17.01.2025 21:30;35,997;1,443;7,32;37,44;7,32;1,76;0,6;1;4,88;1,415;0;1,035
17.01.2025 21:45;22,361;1,479;4,52;23,84;4,52;0,92;0,04;1,16;6,64;1,45;0;0,99
17.01.2025 22:00;51,063;1,377;2,44;52,44;2,44;5,24;0;0,68;4,6;1,35;0;1,135
17.01.2025 22:15;12,602;1,438;33,12;14,04;33,12;0,88;3,8;2,12;3,4;1,41;0;1,055
