# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 01.02.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4
10.01.2025 00:30;17,117;4,24;18,56;4,24;1,28;0;1,4;6,2
10.01.2025 00:45;16,593;10,76;17,96;10,76;0,56;0,12;2,44;5,48
10.01.2025 01:00;40,741;0,28;42,2;0,28;1,44;0;0,12;7,84
10.01.2025 01:15;7,752;26,32;9,2;26,32;0,2;1,84;3,04;4,04
10.01.2025 01:30;22,442;0,04;23,88;0,04;0,36;0;0,04;10,72
10.01.2025 01:45;27,748;1,6;29,12;1,6;0,44;0;0,56;13,52
10.01.2025 02:00;40,172;0;41,6;0;0,48;0;0;14,12
10.01.2025 02:15;27,787;7,84;29,24;7,84;0,64;0,32;1,32;6,56
10.01.2025 02:30;50,072;0;51,52;0;1,2;0;0;10,88
10.01.2025 02:45;35,205;7,6;36,72;7,6;0,64;0;1,48;8,64
10.01.2025 03:00;0;100,3751;0,36;99,2;0;19,56;0,68;0,08
10.01.2025 03:15;23,027;8,68;24,44;8,68;1,04;0,12;2,24;4,64
10.01.2025 03:30;43,322;0;44,76;0;1,4;0;0;8,52
10.01.2025 03:45;28,671;0;30,16;0;0,48;0;0;10,12
10.01.2025 04:00;44,508;0;45,88;0;1,48;0;0;6,52
10.01.2025 04:15;0;138,9394;0,36;137,8;0,04;37,48;0,28;0
10.01.2025 04:30;16,587;6,56;18;6,56;0,48;0,32;1,52;6,48
10.01.2025 04:45;7,387;17,72;8,8;17,72;0,08;0,48;3,08;4,72
10.01.2025 05:00;22,421;1,56;23,88;1,56;0,28;0;0,68;8,28
10.01.2025 05:15;38,051;4,56;39,52;4,56;0,16;0;1,32;10,52
10.01.2025 05:30;7,277;8,04;8,72;8,04;0,16;0,24;1,88;5,8
10.01.2025 05:45;8,967;15,72;10,4;15,72;0,08;0,2;3;10,48
10.01.2025 06:00;22,708;14,64;24,08;14,64;0,12;0;8;11,28
10.01.2025 06:15;58,558;39,24;59,96;39,24;0,8;6,32;0,76;4,44
10.01.2025 06:30;8,176;10,96;9,64;10,96;0,32;0,04;2,8;9,04
10.01.2025 06:45;1,593;35,88;2,96;35,88;0,04;1,8;3,76;3,4
10.01.2025 07:00;0;227,93;0;226,4;0;48,44;0,04;0
10.01.2025 07:15;25,432;29;26,84;29;0,04;0,16;8,24;8,48
10.01.2025 07:30;4,003;18,04;5,36;18,04;0;0;7,28;13,16
10.01.2025 07:45;10,507;34,4;11,92;34,4;0;1,12;7,44;8,68
10.01.2025 08:00;1,473;53,56;2,84;53,56;0,12;4,84;4,68;1
10.01.2025 08:15;192,07;0;193,6;0;6,72;0;0;3,44
10.01.2025 08:30;7,056;11,8;8,52;11,8;0,64;0,44;2,48;5,8
10.01.2025 08:45;8,634;14,72;9,96;14,72;0,24;0,32;3,08;5
10.01.2025 09:00;21,867;2;23,28;2;0,8;0;0,72;7,16
10.01.2025 09:15;13,597;25,2;15,04;25,2;2,28;6,04;0,44;3,32
10.01.2025 09:30;22,747;3,24;24,2;3,24;3,64;0,2;0,52;4,52
10.01.2025 09:45;21,343;8;22,72;8;0,48;0,36;1,52;6,2
10.01.2025 10:00;35,812;12,64;37,24;12,64;5,52;0,8;1,92;3,12
10.01.2025 10:15;36,791;72,48;38,28;72,48;6,2;16,24;0,44;1,28
10.01.2025 10:30;51,027;4,56;52,48;4,56;8,6;0;0,92;3,8
10.01.2025 10:45;2,741;32,36;4,2;32,36;0,6;5,56;1,88;3,6
10.01.2025 11:00;18,341;21,28;19,8;21,28;1,36;2,72;1,32;3,8
10.01.2025 11:15;4,941;30,44;6,4;30,44;0,56;9,68;0,96;5,12
10.01.2025 11:30;30,562;2,6;32;2,6;0,16;0,04;0,92;12,48
10.01.2025 11:45;7,617;7,88;9,04;7,88;0,12;0,32;1,44;6,68
10.01.2025 12:00;23,126;7,08;24,6;7,08;1;0;1,52;6,28
10.01.2025 12:15;32,781;23,64;34,24;23,64;0,96;2,28;2,24;4,96
10.01.2025 12:30;54,081;0,4;55,56;0,4;0,76;0;0,2;8,84
10.01.2025 12:45;15,421;5,84;16,88;5,84;0,32;0,04;1,88;8,12
10.01.2025 13:00;38,512;0;39,96;0;0,68;0;0;11,36
10.01.2025 13:15;2,458;48,52;4,08;48,52;0,08;6,12;2,64;4,48
10.01.2025 13:30;22,816;0,6;24,32;0,6;0,28;0;0,28;15,04
10.01.2025 13:45;2,016;17;3,52;17;0,16;0;3,88;5
10.01.2025 14:00;61,724;0,32;63,04;0,32;0,28;0;0,12;13,64
10.01.2025 14:15;8,169;23,16;9,48;23,16;0,2;0,8;3,04;7,52
10.01.2025 14:30;4,694;23,28;6;23,28;0,04;1,16;3,32;4,4
10.01.2025 14:45;0;41,0256;0,96;40,68;0,08;2,44;4,8;1,96
10.01.2025 15:00;9,494;11,4;10,8;11,4;0,12;0,28;2,32;10,2
10.01.2025 15:15;26,62;10,52;27,92;10,52;0,08;0,32;1,96;12,04
10.01.2025 15:30;1,152;31,56;2,6;31,56;0,08;1,84;3,72;3,76
10.01.2025 15:45;2,918;42,48;4,32;42,48;0,16;2,56;4,92;1,84
10.01.2025 16:00;9,82;22,52;11,12;22,52;0,2;1,08;2,96;6,64
10.01.2025 16:15;50,897;7,96;52,32;7,96;0,2;0;2,16;8,24
10.01.2025 16:30;1,569;44,92;2,88;44,92;0,04;2,28;6,16;3,28
10.01.2025 16:45;25,049;41,2;26,36;41,2;0,08;5,24;1,32;7,68
10.01.2025 17:00;1,66;28,2;2,96;28,2;0,04;0,64;5,8;4,92
10.01.2025 17:15;77,569;2,16;78,88;2,16;0,16;0;1,16;10,36
10.01.2025 17:30;16,358;19,84;17,72;19,84;0,32;0,44;3,88;8,72
10.01.2025 17:45;165,206;0,08;166,68;0,08;4,52;0;0,08;1,96
10.01.2025 18:00;20,625;7,2;22,4;7,2;0,16;0,08;2,48;11,64
10.01.2025 18:15;32,681;2,56;34,44;2,56;0,28;0;0,88;12,56
10.01.2025 18:30;3,694;15,32;5,28;15,32;0,28;0,08;3,52;6,56
10.01.2025 18:45;7,447;9,52;8,88;9,52;0,32;0;2,28;7,04
10.01.2025 19:00;13,74;16;15,04;16;0,32;0,68;2,32;5,24
10.01.2025 19:15;2,087;45,16;3,52;45,16;0,04;6,56;3,04;2,92
10.01.2025 19:30;10,832;4,04;12,24;4,04;0,2;0;1,04;7,48
10.01.2025 19:45;9,434;20,84;10,76;20,84;0,6;3,12;1;5,84
10.01.2025 20:00;27,692;1,28;29,12;1,28;0,44;0;0,28;7,52
10.01.2025 20:15;11,842;56,4;13,28;56,4;0,72;11,6;1,84;2,84
10.01.2025 20:30;22,974;15,92;24,28;15,92;1,88;1,12;2,44;4,52
10.01.2025 20:45;33,313;22,8;34,68;22,8;5,4;3,92;0,56;3,08
10.01.2025 21:00;39,908;7,24;41,28;7,24;5,36;1,48;0,68;4,6
10.01.2025 21:15;15,218;73,16;16,6;73,16;1,36;30,64;0,04;2,64
10.01.2025 21:30;45,068;5,84;46,44;5,84;5,8;1,08;0,24;2,96
10.01.2025 21:45;36,587;15,84;38,04;15,84;3,64;6,32;0,2;3,72
10.01.2025 22:00;56,199;3,56;57,52;3,56;8,24;0,52;0,2;3,88
10.01.2025 22:15;3,572;76,44;5;76,44;0,68;19,48;1,92;1,76
10.01.2025 22:30;4,387;21,12;5,84;21,12;0,12;0,84;3,72;4,04
10.01.2025 22:45;21,688;10,16;23,08;10,16;0,92;0,04;2,08;5,56
10.01.2025 23:00;42,569;17,92;43,88;17,92;4;1,12;2,12;2,04
10.01.2025 23:15;3,538;24,48;4,92;24,48;0,36;1,12;3,92;4,12
10.01.2025 23:30;40,918;6,76;42,32;6,76;1,56;0,04;1,52;6,12
10.01.2025 23:45;13,952;22,72;15,36;22,72;0,28;4,36;0,96;5,76
11.01.2025 00:00;41,054;4,04;42,36;4,04;2,88;0;0,92;5,4
11.01.2025 00:15;10,912;29,48;12,32;29,48;1,2;3,36;2,72;3,32
11.01.2025 00:30;6,262;9,92;7,68;9,92;0,64;0,04;2,2;5,6
11.01.2025 00:45;23,134;30,72;24,44;30,72;0,64;4,68;0,8;4,68
11.01.2025 01:00;29,742;1,64;31,16;1,64;0,96;0;0,44;6,92
11.01.2025 01:15;6,832;56,76;8,24;56,76;0,28;9,76;0,88;3,24
11.01.2025 01:30;19,14;2,52;20,44;2,52;0,44;0;1,08;7,92
11.01.2025 01:45;0;28,2076;0,56;27,36;0,08;0,36;5,6;2,4
11.01.2025 02:00;33,1;4,48;34,4;4,48;1,04;0,12;0,88;6,36
11.01.2025 02:15;8,318;41,52;9,72;41,52;0,2;4,36;3,2;2,92
11.01.2025 02:30;18,501;19,2;19,96;19,2;1,2;1,88;1,6;4,64
11.01.2025 02:45;1,14;19,16;2,44;19,16;0,24;1;3,16;4,56
11.01.2025 03:00;5,377;25,24;6,8;25,24;0,08;2,28;2,48;4,6
11.01.2025 03:15;0;73,7668;0,4;72,8;0;11,08;2,36;1,04
11.01.2025 03:30;13,523;2,28;14,88;2,28;0,4;0;0,76;7,36
11.01.2025 03:45;2,26;14,88;3,56;14,88;0,48;0,08;3,84;4,64
11.01.2025 04:00;192,403;0,08;193,8;0,08;34,56;0;0,04;0
11.01.2025 04:15;16,393;13,04;17,76;13,04;1,16;0,52;1,8;5,64
11.01.2025 04:30;1,082;13,48;2,52;13,48;0,24;0;3,8;4,44
11.01.2025 04:45;6,654;12,56;7,96;12,56;0,28;0,16;2,72;5,56
11.01.2025 05:00;3,987;13,48;5,44;13,48;0,32;0,08;3,32;5
11.01.2025 05:15;10,233;14,68;11,6;14,68;0,36;0,28;3,2;5,04
11.01.2025 05:30;5,734;21,6;7,08;21,6;0,12;2,08;2,68;4,44
11.01.2025 05:45;9,017;16;10,44;16;0,2;0,8;2,84;4,84
11.01.2025 06:00;2,86;28;4,16;28;0,12;2,2;3,36;4,2
11.01.2025 06:15;42,952;28,32;44,36;28,32;0,12;2,96;1,96;7
11.01.2025 06:30;1,03;14,84;2,32;14,84;0,2;0,12;3,64;7,28
11.01.2025 06:45;1,58;33,52;2,88;33,52;0,08;2,48;4;3,64
11.01.2025 07:00;19,025;16,6;20,32;16,6;0,44;0,56;2,68;6,92
11.01.2025 07:15;43,897;15,64;45,32;15,64;0,4;1,04;2,52;8,2
11.01.2025 07:30;171,111;0;172,6;0;5,4;0;0;1,92
11.01.2025 07:45;1,985;11,04;3,76;11,04;0,2;0,04;3,36;5,88
11.01.2025 08:00;2,017;23,04;3,72;23,04;0,08;0,88;4,12;6,84
11.01.2025 08:15;50,707;1,32;52,12;1,32;0,08;0;0,4;11,76
11.01.2025 08:30;1,772;22,68;3,2;22,68;0,16;0,44;4,6;4,96
11.01.2025 08:45;4,34;12,32;5,64;12,32;0,08;0,04;2,76;5,52
11.01.2025 09:00;4,373;22,6;5,76;22,6;0,04;0,48;6,8;6,96
11.01.2025 09:15;0;43,6605;1,04;43,4;0;4,8;4,12;2,32
11.01.2025 09:30;13,718;0,56;15,08;0,56;0,24;0;0,28;10,4
11.01.2025 09:45;3,249;27,92;4,6;27,92;0;0,68;7,04;6,68
11.01.2025 10:00;14,958;15,68;16,32;15,68;0,16;0,16;3,84;8,36
11.01.2025 10:15;7,473;26,6;8,84;26,6;0,04;2;3,2;4,88
11.01.2025 10:30;11,609;1,68;12,96;1,68;0,16;0;1;11,64
11.01.2025 10:45;25,038;2,84;26,4;2,84;0,08;0;0,64;13,8
11.01.2025 11:00;32,078;1,16;33,44;1,16;0,24;0;0,4;16,44
11.01.2025 11:15;0;32,4817;1,16;32,28;0,08;2,4;3,88;4,16
11.01.2025 11:30;28,188;15,4;29,56;15,4;0,04;1,36;3,16;13,28
11.01.2025 11:45;6,883;13,92;8,24;13,92;0,24;0,12;3,48;8,12
11.01.2025 12:00;7,918;12,92;9,28;12,92;0,2;0,2;2,68;8,44
11.01.2025 12:15;6,713;46,16;8,08;46,16;0;7;2,16;7,44
11.01.2025 12:30;9,398;9,64;10,76;9,64;0,12;0,12;3,64;14,52
11.01.2025 12:45;33,397;3,6;34,84;3,6;0,04;0;1,08;17,48
11.01.2025 13:00;145,453;0;146,84;0;3,36;0;0;3,84
11.01.2025 13:15;0;63,1939;0,6;62,32;0;6,76;4,08;0,84
11.01.2025 13:30;11,398;31,56;12,8;31,56;0,08;3,56;2,44;8,36
11.01.2025 13:45;12,568;10,08;13,96;10,08;0,04;0,12;2,44;10,36
11.01.2025 14:00;15,712;3,72;17,16;3,72;0,08;0;1,36;9,32
11.01.2025 14:15;24,157;14,12;25,6;14,12;0,04;0,2;2,44;10,64
11.01.2025 14:30;12,683;6,56;14,08;6,56;0,08;0,12;2,12;10,52
11.01.2025 14:45;3,609;29,4;4,96;29,4;0,16;0,64;4,84;4,88
11.01.2025 15:00;6,787;16,68;8,24;16,68;0,28;0,28;3,6;4,2
11.01.2025 15:15;15,413;19,8;16,8;19,8;0,44;0,44;3,68;7,4
11.01.2025 15:30;11,397;16,32;12,84;16,32;0,16;0,16;3,64;7,36
11.01.2025 15:45;3,452;26,04;4,88;26,04;0,2;0,88;4,12;5,16
11.01.2025 16:00;20,38;14,36;21,68;14,36;0,2;0,12;3,08;9,88
11.01.2025 16:15;47,772;11,04;49,2;11,04;0,4;0,36;1,88;7,44
11.01.2025 16:30;9,643;9;11;9;0;0;2;5,88
11.01.2025 16:45;190,441;0;191,92;0;7,12;0;0;0,64
11.01.2025 17:00;10,637;18,6;12,08;18,6;0,08;0,28;4,56;8,76
11.01.2025 17:15;53,299;11,88;55,12;11,88;0,32;0,08;5,08;9,16
11.01.2025 17:30;2,82;18,8;4,6;18,8;0;0,12;9,88;9,92
11.01.2025 17:45;12,576;1,76;14,32;1,76;0,12;0;1,24;14,96
11.01.2025 18:00;15,806;4;17,28;4;0;0;3,44;18,64
11.01.2025 18:15;21,283;4,4;22,68;4,4;0,04;0;1,08;9,44
11.01.2025 18:30;7,967;12,08;9,4;12,08;0;0,12;3,72;13,72
11.01.2025 18:45;7,043;6,96;8,4;6,96;0,08;0,04;1,96;9,56
11.01.2025 19:00;16,122;4,12;17,56;4,12;0,04;0;3,28;17,32
11.01.2025 19:15;3,247;29,12;4,68;29,12;0,04;0,12;8,32;9,16
11.01.2025 19:30;12,483;7,92;13,84;7,92;0,32;0,12;2,04;8,48
11.01.2025 19:45;9,037;4,92;10,48;4,92;0,48;0,12;0,92;9,56
11.01.2025 20:00;22,924;19,32;24,24;19,32;0,16;1,56;2,36;8,64
11.01.2025 20:15;13,808;28,6;15,2;28,6;0,24;2,56;2,16;6,8
11.01.2025 20:30;14,483;4,12;15,88;4,12;0,16;0;1,12;8,6
11.01.2025 20:45;11,622;12,92;13,04;12,92;0,6;0,48;2;7,44
11.01.2025 21:00;33,873;9,32;35,24;9,32;1,32;0,56;1,24;6,56
11.01.2025 21:15;19,687;42,36;21,12;42,36;0,48;6,84;1,28;3,2
11.01.2025 21:30;12,202;7,32;13,64;7,32;0,4;0,04;1,8;7,08
11.01.2025 21:45;8,3;21,28;9,6;21,28;0,16;0,56;3,56;4,92
11.01.2025 22:00;8,558;7;9,92;7;0,28;0,04;1,84;7,04
11.01.2025 22:15;23,873;41,04;25,24;41,04;0,92;7,36;0,92;4,96
11.01.2025 22:30;8,873;17,48;10,24;17,48;0,48;1,32;2,12;5,48
11.01.2025 22:45;4,197;35,32;5,64;35,32;0,2;4,76;2,32;3,64
11.01.2025 23:00;20,734;10,44;22,04;10,44;0,52;0,32;1,92;5,84
11.01.2025 23:15;18,913;32,72;20,28;32,72;0,44;4,92;1,52;4,44
11.01.2025 23:30;14,217;18,96;15,64;18,96;1;1,72;2,32;4,36
11.01.2025 23:45;9,854;32,48;11,16;32,48;0,28;4,08;2,08;3,84
12.01.2025 00:00;2,833;12,88;4,2;12,88;0,12;0,04;3,28;5,12
12.01.2025 00:15;7,913;33,68;9,28;33,68;1,16;5,32;1,28;3,88
12.01.2025 00:30;34,633;5,32;36;5,32;3,52;0,08;1,08;5,32
12.01.2025 00:45;20,294;5,28;21,6;5,28;0,32;0;1,64;6,36
12.01.2025 01:00;24,078;2,52;25,44;2,52;0,64;0;0,72;6,96
12.01.2025 01:15;3,863;57,56;5,24;57,56;0,2;11,36;1,2;3,8
12.01.2025 01:30;34,913;0,92;36,28;0,92;2,2;0;0,44;6,44
12.01.2025 01:45;19,718;10,68;21,08;10,68;0,76;0,52;1,76;5,92
12.01.2025 02:00;50,484;0;51,8;0;1,72;0;0;6,48
12.01.2025 02:15;23,238;26,48;24,6;26,48;0,92;3,24;1,92;3,92
12.01.2025 02:30;57,428;0;58,8;0;6,12;0;0;4,96
12.01.2025 02:45;42,661;3,12;44,12;3,12;0,96;0,08;0,68;6,36
12.01.2025 03:00;36,887;3,68;38,32;3,68;1,32;0;0,72;6,16
12.01.2025 03:15;28,971;34,96;30,44;34,96;5;4,08;2,44;1,92
12.01.2025 03:30;75,456;0;76,92;0;12,2;0;0;2,6
12.01.2025 03:45;24,2;3,32;25,72;3,32;0,92;0,04;0,84;6,44
12.01.2025 04:00;40,33;1,08;41,84;1,08;1,16;0;0,36;6,72
12.01.2025 04:15;0;157,879;0;156,4;0;37,12;0,04;0
12.01.2025 04:30;34,817;1,12;36,24;1,12;1,4;0,16;0,2;6,64
12.01.2025 04:45;16,214;4,72;17,56;4,72;0,48;0,04;1,16;6,8
12.01.2025 05:00;21,387;4,72;22,8;4,72;0,56;0;1,4;6,52
12.01.2025 05:15;39,472;0,56;40,92;0,56;1,08;0;0,24;10,16
12.01.2025 05:30;29,847;1,08;31,28;1,08;1,92;0;0,4;6,56
12.01.2025 05:45;11,472;4,32;12,92;4,32;0,56;0;1,4;6,84
12.01.2025 06:00;12,727;7,08;14,16;7,08;0,56;0,04;2;5,84
12.01.2025 06:15;41,717;7,36;43,16;7,36;3,68;0,2;1,12;5,44
12.01.2025 06:30;0;145,5413;0,08;144,28;0;39;0,04;0
12.01.2025 06:45;10,792;8,96;12,2;8,96;0,32;0,6;1,76;6,52
12.01.2025 07:00;10,682;12;12,12;12;0,32;0,08;2,72;5,72
12.01.2025 07:15;25,677;10;27,12;10;0,4;0,28;1,84;8,24
12.01.2025 07:30;10,953;8,8;12,32;8,8;0,4;0,44;1,68;5,96
12.01.2025 07:45;6,987;13,36;8,4;13,36;0,32;0,08;2,88;5,44
12.01.2025 08:00;28,253;22,2;29,64;22,2;2,48;0,96;2,72;3,04
12.01.2025 08:15;39,672;5,36;41,08;5,36;2,6;0;1,32;4,84
12.01.2025 08:30;2,877;29,48;4,32;29,48;0,24;1,36;4,28;3,44
12.01.2025 08:45;1,948;20,52;3,32;20,52;0,12;0,56;4,04;4,24
12.01.2025 09:00;3,456;27,32;4,92;27,32;0,24;1,48;3,72;3,48
12.01.2025 09:15;0,427;54,36;1,88;54,36;0,08;6,16;3,68;1,84
12.01.2025 09:30;0;40,388;0,52;39,48;0,08;2,76;4,72;1,96
12.01.2025 09:45;1,014;23,44;2,32;23,44;0,24;1,32;3,64;4,24
12.01.2025 10:00;20,132;10,56;21,56;10,56;0,28;0,52;1,56;6,88
12.01.2025 10:15;9,418;112,8;10,8;112,8;0,4;27,36;0,44;1,12
12.01.2025 10:30;27,113;3,4;28,48;3,4;0,72;0;1;6,8
12.01.2025 10:45;180,723;0;182,12;0;8,52;0;0;0,28
12.01.2025 11:00;32,967;1,6;34,4;1,6;0,88;0;0,52;6,44
12.01.2025 11:15;8,701;52,04;10,2;52,04;0,52;10;1,12;3,8
12.01.2025 11:30;16,068;14,08;17,44;14,08;0,56;0,4;2,68;4,64
12.01.2025 11:45;3,311;28,28;4,8;28,28;0,16;1,76;3,76;3,64
12.01.2025 12:00;1,171;20,32;2,64;20,32;0,2;1,2;2,8;4,96
12.01.2025 12:15;26,592;28,92;28,04;28,92;1,32;3,84;1,6;3,44
12.01.2025 12:30;4,387;14,32;5,84;14,32;0,16;0,88;2,28;5,24
12.01.2025 12:45;0;37,9633;0,44;36,96;0,08;1,88;5,6;1,56
12.01.2025 13:00;180,807;0;182,24;0;15,4;0;0;0,12
12.01.2025 13:15;0;105,5305;1,16;104,88;0,04;19,2;0,96;0,08
12.01.2025 13:30;6,533;29,64;8,16;29,64;0,24;1,92;3,76;3,16
12.01.2025 13:45;4,392;36,64;5,8;36,64;0,4;4,88;2;3,64
12.01.2025 14:00;0;61,1115;0,04;59,8;0;7,56;4,08;0,4
12.01.2025 14:15;1,574;31,16;2,88;31,16;0,16;1,08;4,92;2,76
12.01.2025 14:30;132,879;0,12;134,2;0,12;1,76;0;0,04;4,96
12.01.2025 14:45;0;91,5209;1,24;91,44;0,08;15,68;1,48;0,88
12.01.2025 15:00;0,734;39,04;2,04;39,04;0,16;3,04;4,32;2,68
12.01.2025 15:15;176,929;0;178,28;0;6,32;0;0;3,76
12.01.2025 15:30;7,589;33,68;8,92;33,68;0,08;2,4;3,88;4,36
12.01.2025 15:45;143,219;0,28;144,8;0,28;3,08;0;0,08;4,6
12.01.2025 16:00;6,531;31,32;8,76;31,32;0,2;1,76;4;4,96
12.01.2025 16:15;32,865;19,2;34,64;19,2;0,08;0,04;4,64;9,72
12.01.2025 16:30;0;63,3472;0,12;62,08;0;1,64;8,84;1,28
12.01.2025 16:45;8,853;48,12;10,24;48,12;0;0,36;11,68;5
12.01.2025 17:00;0,512;46,88;1,92;46,88;0;1,48;10,08;5,72
12.01.2025 17:15;0;54,2578;1,08;53,92;0;1,52;12,28;2,32
12.01.2025 17:30;0;52,3335;0,52;51,4;0;0,56;14,24;2,12
12.01.2025 17:45;131,004;0,08;132,32;0,08;2,12;0;0,12;5,32
12.01.2025 18:00;0,067;55,04;1,48;55,04;0,04;0,24;15,56;1,88
12.01.2025 18:15;3,002;32,2;4,44;32,2;0;0,48;6,6;6,76
12.01.2025 18:30;142,492;0,04;143,92;0,04;2,4;0;0;4,52
12.01.2025 18:45;3,701;26,88;5,16;26,88;0;0,72;5,88;4,84
12.01.2025 19:00;2,14;19;3,44;19;0,24;0,2;3,56;6,92
12.01.2025 19:15;175,199;0;176,8;0;6,76;0;0;0,16
12.01.2025 19:30;7,634;6,72;9,24;6,72;0,24;0,08;2,16;8,48
12.01.2025 19:45;13,722;4;15,4;4;0,28;0;1,2;11,44
12.01.2025 20:00;6,778;7,48;8,4;7,48;0,28;0,12;1,44;7,08
12.01.2025 20:15;0,637;28,16;2,08;28,16;0,24;2,76;2,48;4,48
12.01.2025 20:30;5,374;17,24;6,68;17,24;0,2;0,44;3,36;5,16
12.01.2025 20:45;0;29,628;1,4;29,6;0,04;2,12;4,6;2,92
12.01.2025 21:00;21,252;6,16;22,68;6,16;0,64;0;1,64;7,16
12.01.2025 21:15;0;112,4943;0,88;111,88;0;22,84;2,04;1,16
12.01.2025 21:30;16,969;14,36;18,28;14,36;0,32;0,4;2,52;8,84
12.01.2025 21:45;23,398;10,12;24,8;10,12;0,16;0,64;1,6;9,32
12.01.2025 22:00;194,13;0;195,64;0;7,12;0;0;0,28
12.01.2025 22:15;4,759;32,92;6,36;32,92;0,08;4,12;2,88;4,24
12.01.2025 22:30;7,761;18,96;9,48;18,96;0,12;0,12;3,52;4,6
12.01.2025 22:45;16,828;14,36;18,2;14,36;0,2;1,2;1,72;8,16
12.01.2025 23:00;32,212;1,72;33,64;1,72;0,28;0;0,48;13,2
12.01.2025 23:15;10,806;44,32;12,28;44,32;0,16;7,8;1,72;4,44
12.01.2025 23:30;22,929;20,52;24,24;20,52;0,52;1,76;2;8,72
12.01.2025 23:45;30,587;9,2;32;9,2;0,44;0,12;1,64;9,24
13.01.2025 00:00;22,913;2,44;24,28;2,44;0,44;0;0,88;8,6
13.01.2025 00:15;22,957;18,56;24,4;18,56;0,16;1,88;1,88;9
13.01.2025 00:30;43,393;5,76;44,76;5,76;0,52;0,04;1,48;8,44
13.01.2025 00:45;68,021;2,56;69,48;2,56;0,36;0;1,4;9,88
13.01.2025 01:00;9,016;11,52;10,52;11,52;0,2;0,36;2,36;8,52
13.01.2025 01:15;0,866;29,92;2,36;29,92;0,12;1,48;4,96;3,2
13.01.2025 01:30;20,761;4,24;22,24;4,24;0,24;0,04;1,32;13,12
13.01.2025 01:45;32,119;62,88;33,44;62,88;0,08;12,56;0,8;6,36
13.01.2025 02:00;36,643;0,4;38,04;0,4;0,16;0;0,28;15,56
13.01.2025 02:15;0;62,8178;0,44;61,84;0;9,52;2,96;1,92
13.01.2025 02:30;17,3;10,92;18,6;10,92;0,28;0;2,44;7
13.01.2025 02:45;14,742;13,36;16,16;13,36;0,2;1;2,4;9,32
13.01.2025 03:00;52,174;0;53,48;0;0,16;0;0;16,24
13.01.2025 03:15;12,065;10,84;13,36;10,84;0,16;0,16;2,64;7,36
13.01.2025 03:30;4,363;17,68;5,76;17,68;0,04;0,04;7,36;8,72
13.01.2025 03:45;1,958;15,68;3,36;15,68;0,04;0,12;5,56;8,56
13.01.2025 04:00;22,5;2,32;23,8;2,32;0;0;2,16;18,88
13.01.2025 04:15;0,18;34,48;1,48;34,48;0;0,04;15,96;4,72
13.01.2025 04:30;7,505;10,08;8,8;10,08;0;0;5,6;15,84
13.01.2025 04:45;4,02;29,52;5,32;29,52;0;1,08;9,44;6,4
13.01.2025 05:00;5,054;11,44;6,36;11,44;0,48;0,04;2,8;5,52
13.01.2025 05:15;48,084;28,12;49,4;28,12;7,84;2,68;2,2;2,2
13.01.2025 05:30;0;30,5056;0,36;29,56;0;0,92;5,16;2,6
13.01.2025 05:45;4,294;30,92;5,6;30,92;0,16;0,64;5,04;2,76
13.01.2025 06:00;25,374;12,92;26,68;12,92;0,4;0,72;2;6,8
13.01.2025 06:15;15,529;71,92;16,84;71,92;0;10,68;1,92;3,6
13.01.2025 06:30;4,054;48,72;5,36;48,72;0,08;6,92;2,32;3,36
13.01.2025 06:45;0;63,5856;0,08;62,36;0,04;5,72;4,8;0,6
13.01.2025 07:00;0;80,2656;0,64;79,6;0;9,32;2,84;1,56
13.01.2025 07:15;148,799;0;150,12;0;4,88;0;0;8,08
13.01.2025 07:30;0;142,4409;0,56;141,68;0,04;33,4;0,12;0,04
